,Text,Sentiment
976, دیروز به دستم رسیدامام خمینی: «مسئولان ما باید #بدانند که انقلاب ما محدود به ایران نیست. انقلاب مردم ایران نقطه شروع انقلاب بزرگ جهان اسلام به پرچمدارى حضرت حجت است...مسائل اقتصادى و مادى اگر لحظه اى مسئولین را از وظیفه اى که بر عهده دارند منصرف کند،خطرى بزرگ و خیانتى سهمگین را به دنبال دارد»,Neutral
977,این چپ دست ها چرا باید بهشون تبریک گفت مگه چیکار کردن اخه,Positive
980,امروز در مراسم فاتحه پدر یکی از دوستان در مسجد به فکر این بودم اگر انتحاری شود کدام سو فرار کنم همین که دنبال راه گریز بودم یک دفعه قاری سرفه بلند کرد بلندگو هم بالای سر ما بود و منم خشکم زد فکر کردم انتحاری شد میدانم اگه انتحاری هم شود هیچ حرکت نمیتوانم و خشکم میزنه,Neutral
981,هر جای ایران باشه به شادی استفاده کنه.دوره ای شده که همه نیاز دارن,Positive
983,امروز تو تایملانم همش دارم تبریک تولد ملت به همدیگه رو میبینم. چهقدر متولد چهار آبان داریم مگه؟ داستان چیه؟ :|,Positive
984,توی زندگی خیلی چیزا به تخمم نبوده و خیلی چیزام به تخمم بوده. ولی الان که نگاه میکنم هرچی موفقیت کسب کردم حاصله به تخمم نبوده هاست.,Neutral
985,خشم راهی برای سرپوش گذاشتن بر احساس ضعف هست.,Negative
988,ای کاش رنگبندی داشت رنگ های شاد داشت,Neutral
991,من یکی از اونایی بودم که تونستم روز اول ثبتنام ایرانخودرو برا یکی ماشین ثبتنام کنم. و البته در دو روز بعدی تلاش برا دو نفر دیگه نتونستم. نکتهی مهمی که یاد گرفتم و اگر زودتر فهمیده بودم شاید دو تا ثبتنام دیگه هم موفقیت آمیز بود:,Neutral
992,عاليه اين كليپ ، عجب آهنكى هم گذاشتن روش ???,Positive
993," اولش ک به دستم رسید خوشم اومد و لذت بردم "" اخی پوستت چروک نشه ناراحت میشی ""تو رنج اویتوس میمونه چي بگم،،،،، كاملا ميفهمم،،، اماااااا  اين مردم عجب صبري دارن",Positive
994,یکی از جایگزینهای احتمالی آذری جهرمی در صورت استعفا یا استیضاح وزیر ارتباطات، ابولحسن فیروزآبادی رییس شورای عالی فضای مجازی است,Neutral
995,عربستان سعودی میخواد گاوبازی به سبک جشنهای سنفرمین شهر پامپلونا (ول دادن گاوها تو کوچه خیابون) رو تو کشور خودش اجرا کنه، با رعایت قوانین اسلامی :))) یعنی بدون الکل و لابد بدون حضور زنان. حالا باید دید مسئولان توریسم اسپانیا اجازهی همچین کپیکاریای رو بهشونمیدن یا نه.,Neutral
996,ولی این باگ بزرگ همیشه در این کشور بوده و هست که تا اعتراضی شکل بگیرد، منافقین و سلطنتطلب ها و براندازان و... سریع دستاویز اعتراض میشوند و سعی بر شلوغ کردن فضا و نابود کردن حقیقت اعتراض به ماهیت فساد یا ناکارآمدی برمیآیند! حلقه اعتراض در این کشور ناقص است!,Neutral
997,چند روزه برای ایبوکا یه کد تخفیف در نظر گرفتیم، اگر برای یاد گرفتن تولید محتوا نیاز به یک منبع عالی دارید، به شدت توصیه میکنم که از این فرصت استفاده کنید.,Neutral
998, اخ عمویی ناراحت شدی؟عب نداره برو کامنت اولتو بخون میبینی باید سنگین تر از اون جوابتو میدادم اما کوتاه اومدم,Neutral
999,همزمان که به تخممه به کیرمم هست عجیبه,Negative
1000,در حال حاضر هیچی به اندازه رفتن خونه بهم آرامش نمیده.. امروز، روزی که خیلی بهم خوش گذشت..از هر نظر..اما چنان در نهایت اعصابم خورد شد که همه حس های بد بهم برگشت..فقط میخوام برم خونه و همه چیز رو فراموش کنم..انگار که هیچوقت اتفاق نیفتادن..,Negative
1001, من اومدم بیرون نزنی بی بوته ای.دیندفعه دست خالی نماییم..طعمه من بشی میدونم چطوری از وسط جرت بدم.,Negative
1003,مریضم و هماتاقیم برام سوپ شیر درست کرده ... فقط نمیدونم چجوری بهش بگم که من از سوپ شیر بدم میاد...,Negative
1004,هاآرتص: اسرائیل سه سال پیش در حال اجرای عملیاتی برای کشتن قاسم سلیمانی در نزدیکی دمشق بود اما دولت آمریکا (در دوره اوباما) این عملیات را به ایران لو داد و نقشه به هم خورد. اخیرا آمریکا (در دوره ترامپ) برای انجام چنین عملیاتی به اسرائیل چراغ سبز داده است. …,Neutral
1005," ""درود بر دوستانمدتیه که خستگی از تنم بیرون نمیره و داره کلافهام میکنه، نمیدونم چرا اینطوری شدم! یا به خاطر کهولت سنه یا ویتامینی چیزی کم دارم احتمالا. هرچی هست اعصابم رو خرد کرده و باید تغییرش بدم. اینطوری نمیشه اصلا!",Negative
1008,علی مهدویفر پسر محمد مهدویفر زندانی سیاسی موفق شده است که مدال برنز المپیاد کشوری کامپیوتر را از آن خود کند. تبریک به این قهرمان که اجازه نداد نبود پدر در عملکردش تاثیر بگذارد و دل باباش را در زندان شاد کرد.,Positive
1009,اگه گسی از این محصول استفاده کرده لطفا بگه چون میخوام بخرم و سفارش بدم,Neutral
1010,10 سال قبل این موقع امتحانای ترم سوم لیسانس جامعه شناسی رو میخوندم. چندتا کتابخونه عضو بودم و عادت مطالعه تو وجودم خیلی عمیق بود. تازه فیس بوک ساخته بودم. عجیبه برا خودم ولی شبا ساعت 10 میخوابیدم. کلاس زبان رو با علاقه میرفتم. کلاسای دکتر شیری رو میرفتم,Positive
1011,مهمونی خانوادگی ...فقط قسمت ورق بازیش... وقتی شروع میکنن ب بحثای سیاسی انقدر بدم میاااد...انقدر متنفرم...انقدر اعصابم بهم میریزه... ک خاک برسرم کاش نیومده بودم عصن,Negative
1013,اصلا نمیفهمم چی میگه حتی یه دقیقهای هم نمیتونم تحملش کنم، بعدش برام آرزو موفقیت میکنه,Negative
1015,همه ی کارگرها را دستگیر و به افغانستان منتقل می کرد؛ که البته به احتمال زیاد هنوز هم از این روش استفاده می کند. همه ی این توضیحات را در حالی که از خنده قرمز شده بود می گفت و از اینکه من نمی خندیدم تعجب کرده بود.,Positive
1017,"کم کم داریم به ایام تخمی عید نوروز نزدیک میشیم , از الان دارم فکر میکنم شوهرخاله م پرسید چرا ازدواج نمیکنی چه جوابی بدم تکراری نباشه",Negative
1018,این جریان پرچم سفید بردن به استادیوم واسه اعتراض مثل همون جریان به برق زدن اتو و وسایل برقی پر مصرف تو یه ساعت خاص واسه سرنگونی جمهوری اسلامی میمونه ! همونقد پر ژست و ادا و بی مصرف,Neutral
